Sigtaara,IPA,Romanized,Part of speech,English,Alternate Meaning 1,Alternate Meaning 2,Alternate Meaning 3,Alternate Meaning 4
WU,/wu/,wu,n.,student,,,,
GU,/gu/,gu,v.,study, learn,,,
YAGBEK,/jɑgbək/,yagbek,v.,study, learn, examine,,
DADIHIZ,/dɑdihiz/,dadihiz,n.,study,,,,
DÍNɔG,/dirnɔg/,dirnoog,n.,stuff,,,,
MIWA,/miwɑ/,miwa,v.,stumble,,,,
MÄK,/mæk/,ma'k,n.,stump,,,,
WɔKIK,/wɔkik/,wookik,n.,stump, log,,,
PÍWɔLÂH,/pirwɔlɑhh/,pirwoolaah,v.,stun,,,,
FÄHISKIN,/fæhiskin/,fa'hiskin,adj.,stupid, dumb, dull, silly, dim
KÄFEG,/kæfɛg/,ka'feg,adj.,stupid, dumb, dull,,
RÂMÚLIL,/rɑhmurlil/,raamurlil,adj.,stupid, dumb, silly,,
WÍYɔ,/wirjɔ/,wiryoo,n.,style,,,,
KASBÚ,/kɑsbur/,kasbur,v.,substitute,,,,
NEZISIZ,/nɛzisiz/,nezisiz,adj.,subtle,,,,
LADÄ,/lɑdæ/,lada',n.,subtlety,,,,
WUTIKYK,/wutikjk/,wutikyk,n.,suburb,,,,
KEMɔ,/kəmɔ/,kemoo,n.,success,,,,
PÍMI,/pirmi/,pirmi,n.,success, benefit, profit,,
LEVɔ,/ləvɔ/,levoo,adj.,successful,,,,
GRIK,/grik/,grik,pron.,such, so, someone or something indicated,,
GIL,/gil/,gil,det.,such,,,,
LÂLWUN,/lɑhlwun/,laalwun,v.,suck, extract, pluck,,
DOL,/dol/,dol,v.,suck, inhale,,,
PETÚN,/pɛturn/,peturn,adj.,sudden, abrupt,,,
YOTYÂ,/jotjɑh/,yotyaa,adv.,suddenly,,,,
AUS,/aʊs/,aʊs,v.,suffer,,,,
AUSÍ,/aʊsir/,aʊsir,n.,suffering,,,,
MÍNKES,/mirnkəs/,mirnkes,v.,suffocate,,,,
RELENÂN,/rɛlənɑhn/,relenaan,n.,sugar,,,,
VÄ,/væ/,va',v.,suggest, hint, imply,,
TɔK,/tɔk/,took,v.,suggest,,,,
YÄK,/jæk/,ya'k,v.,suggest, hint, imply, indicate, express
NÂZ,/nɑhz/,naaz,n.,suggestion,,,,
FENIH,/fənih/,fenih,n.,suit, costume, dress,,
ZIMÄKIN,/zimækin/,zima'kin,n.,suit, dress,,,
KAG,/kɑg/,kag,n.,suit, costume,,,
TɔNWAN,/tɔnwɑn/,toonwan,n.,suitcase, baggage,,,
FÄT,/fæt/,fa't,n.,sum,,,,
WIS,/wis/,wis,n.,summary,,,,
KɔR,/kɔr/,koor,n.,summer,,,,
NAR,/nɑr/,nar,n.,summit, peak,,,
BEL,/bɛl/,bel,v.,summon,,,,
BELÍ,/bɛlir/,belir,n.,summons, summoning,,,
KRaÎN,/kraɪn/,kraiin,n.,sun,,,,
JÄK,/dʒæk/,ja'k,v.,supervise,,,,
YIYUGɔL,/jijugɔl/,yiyugool,n.,supervisor,,,,
WET,/wət/,wet,v.,supplement,,,,
KUZPA,/kuzpɑ/,kuzpa,v.,supply, cater,,,
POZMOSÚT,/pozmosurt/,pozmosurt,v.,supply, arm,,,
FOSGÂZ,/fosgɑhz/,fosgaaz,n.,support,,,,
NIZ,/niz/,niz,v.,support, brace, reinforce,,
SEZ,/səz/,sez,v.,suppress,,,,
YÄZRI,/jæzri/,ya'zri,v.,suppress, muffle,,,
BÂVO,/bɑhvo/,baavo,n.,surf,,,,
WAWOSɔT,/wɑwosɔt/,wawosoot,n.,surface,,,,
SOHIT,/sohit/,sohit,n.,surge,,,,
YUYÂ,/jujɑh/,yuyaa,n.,surgery,,,,
HÍN,/hirn/,hirn,v.,surpass,,,,
BEN,/bən/,ben,v.,surpass, transcend,,,
PÂK,/pɑhk/,paak,v.,surprise, startle,,,
GÚKI,/gurki/,gurki,v.,surprise, astonish,,,
NULTÂ,/nultɑh/,nultaa,v.,surrender, give up,,,
JUHE,/dʒuhə/,juhe,v.,surround,,,,
HÍPE,/hirpɛ/,hirpe,n.,survey,,,,
FIKZÚH,/fikzurh/,fikzurh,v.,survive,,,,
HAMI,/hɑmi/,hami,v.,suspect,,,,
WILKO,/wilko/,wilko,v.,suspect, assume, presume,,
BUG,/bug/,bug,adj.,suspicious,,,,
YUWE,/juwə/,yuwe,v.,sustain,,,,
DIVON,/divon/,divon,v.,swallow,,,,
DIVONÍ,/divonir/,divonir,n.,swallowing, swallow,,,
YOGDA,/jogdɑ/,yogda,n.,swamp,,,,
JAKFI,/dʒɑkfi/,jakfi,v.,sway, rock (move back and forth),,,
NIZKI,/nizki/,nizki,v.,sway, convince, rock (move back and forth),,
TIKJɔ,/tikdʒɔ/,tikjoo,v.,swear,,,,
MID,/mid/,mid,v.,swear loyalty,,,,
MOKU,/moku/,moku,v.,sweat,,,,
ZEK,/zək/,zek,v.,sweep,,,,
TATIL,/tɑtil/,tatil,adj.,sweet,,,,
LOMETɔL,/lomətɔl/,lometool,n.,sweetheart,,,,
MEJÄ,/mɛdʒæ/,meja',adj.,swift,,,,
FɔSHUZ,/fɔshuz/,fooshuz,v.,swim,,,,
WORU,/woru/,woru,v.,swing,,,,
BÍSELÂT,/birsəlɑht/,birselaat,n.,switch,,,,
WÄN,/wæn/,wa'n,n.,sword,,,,
KITUYUN,/kitujun/,kituyun,n.,symbol,,,,
FEZIN,/fɛzin/,fezin,n.,symptom,,,,
WUS,/wus/,wus,n.,syrup,,,,
GIMUNɔS,/gimunɔs/,gimunoos,n.,system,,,,
YÚINIT,/jurinit/,yurinit,n.,tab,,,,
WIKMASOK,/wikmɑsok/,wikmasok,n.,table,,,,
KÍVUTIL,/kirvutil/,kirvutil,n.,tablet,,,,
TOK,/tok/,tok,v.,tackle,,,,
LUNBÄGÚS,/lunbægurs/,lunba'gurs,n.,tactic,,,,
RÚL,/rurl/,rurl,n.,tag,,,,
RÂLVUHIS,/rɑhlvuhis/,raalvuhis,n.,tail,,,,
MOYɔH,/mojɔh/,moyooh,n.,tailor,,,,
JÂK,/dʒɑhk/,jaak,v.,take, arrest, catch, understand, grasp
NEJU,/nədʒu/,neju,v.,take apart, dismantle,,,
VIMÍL,/vimirl/,vimirl,v.,take away,,,,
DÍYÄ,/dirjæ/,dirya',n.,talent,,,,
KÚS,/kurs/,kurs,v.,talk,,,,
NOHYOT,/nohjot/,nohyot,adj.,tall,,,,
WEMO,/wəmo/,wemo,v.,tangle,,,,
ZETINIL,/zətinil/,zetinil,n.,tap (faucet), valve,,,
PIBETɔL,/pibɛtɔl/,pibetool,n.,tape,,,,
KÂKITɔT,/kɑhkitɔt/,kaakitoot,n.,tariff,,,,
SE,/sɛ/,se,n.,task, chore,,,
YÂBÍ,/jɑhbir/,yaabir,n.,task,,,,
WɔPE,/wɔpɛ/,woope,v.,taste,,,,
MAGÂSÚH,/mɑgɑhsurh/,magaasurh,n.,tattoo,,,,
TɔMÍ,/tɔmir/,toomir,n.,tax,,,,
KÄGɔ,/kægɔ/,ka'goo,n.,tax, tariff,,,
MɔSUNɔH,/mɔsunɔh/,moosunooh,n.,taxi, cab,,,
TÍN,/tirn/,tirn,n.,tea,,,,
WELÍK,/wəlirk/,welirk,v.,teach, instruct, educate, coach,
MIMÉZ,/mimeɪ̯z/,mimaez,v.,teach, instruct, educate, coach, explain
RɔT,/rɔt/,root,v.,teach, instruct, educate, coach, train
POTWÄGIK,/potwægik/,potwa'gik,n.,teacher,,,,
MÚSJITOZ,/mursdʒitoz/,mursjitoz,n.,team,,,,
FÂKMAKÂS,/fɑhkmɑkɑhs/,faakmakaas,n.,tear,,,,
LUVÍ,/luvir/,luvir,n.,tear, crying,,,
MOZ,/moz/,moz,v.,tear, rip,,,
LUV,/luv/,luv,v.,tear up, cry,,,
ZÚN,/zurn/,zurn,v.,tease,,,,
NɔYE,/nɔjə/,nooye,adj.,technological,,,,
DÚPIH,/durpih/,durpih,n.,technology,,,,
GÚJU,/gurdʒu/,gurju,n.,teenager, adolescent,,,
FUN,/fun/,fun,v.,tell,,,,
FUNÍ,/funir/,funir,n.,telling,,,,
SÚBÂGIL,/surbɑhgil/,surbaagil,n.,temper,,,,
JÂG,/dʒɑhg/,jaag,n.,temperature,,,,
KEST,/kɛst/,kest,n.,tempest,,,,
JAKYHFET,/dʒɑkjhfɛt/,jakyhfet,n.,temple,,,,
WODIKIL,/wodikil/,wodikil,adj.,temporary,,,,
KEKMES,/kɛkmɛs/,kekmes,v.,tempt,,,,
ZÚ,/zur/,zur,num.,ten,,,,
WAKROGIS,/wɑkrogis/,wakrogis,n.,tenant,,,,
WEDÚKɔT,/wədurkɔt/,wedurkoot,n.,tense,,,,
KUNILSÂ,/kunilsɑh/,kunilsaa,adj.,tense,,,,
YUNÍLOK,/junirlok/,yunirlok,n.,tension,,,,
RENYL,/rənjl/,renyl,n.,tent,,,,
MÍGMO,/mirgmo/,mirgmo,v.,terminate,,,,
MAR,/mɑr/,mar,v.,terrify, terrorize,,,
KÄMAR,/kæmɑr/,ka'mar,adj.,terrifying, terrible, terrified, terrorized,
MARZIL,/mɑrzil/,marzil,adv.,terrifyingly, terribly,,,
MARIL,/mɑril/,maril,n.,terror,,,,
ZɔT,/zɔt/,zoot,v.,test,,,,
KɔKÄKÂN,/kɔkækɑhn/,kooka'kaan,n.,test,,,,
BɔK,/bɔk/,book,n.,text,,,,
KÚH,/kurh/,kurh,conj.,than,,,,
PENÍ,/pɛnir/,penir,v.,thank,,,,
KIK,/kik/,kik,conj.,that,,,,
VE,/vɛ/,ve,adv.,that,,,,
VE,/və/,ve,pron.,that,,,,
DAJÚKIK,/dɑdʒurkik/,dajurkik,det.,that,,,,
FIN,/fin/,fin,art.,the,,,,
FAL,/fɑl/,fal,art.,the (formal),,,,
DILONÍ,/dilonir/,dilonir,n.,the dead,,,,
TOSɔK,/tosɔk/,tosook,n.,theater,,,,
GAROTÍ,/gɑrotir/,garotir,n.,theft, thievery,,,
LÂNYK,/lɑhnjk/,laanyk,adj.,their,,,,
JAMɔTYS,/dʒɑmɔtjs/,jamootys,adv.,then,,,,
WUTFI,/wutfi/,wutfi,n.,theory, premise,,,
NATUL,/nɑtul/,natul,n.,theory,,,,
KÂZTÂÂK,/kɑhztɑhɑhk/,kaaztaaaak,n.,therapy,,,,
YEGDÂ,/jəgdɑh/,yegdaa,adv.,there,,,,
BÄFU,/bæfu/,ba'fu,adv.,therefore, thus,,,
ZÚHOS,/zurhos/,zurhos,n.,thesis,,,,
NUSTLÂ,/nustlɑh/,nustlaa,pron.,they (fem), them (fem), theirs (fem),,
NUSTRÂ,/nustrɑh/,nustraa,pron.,they (masc), them (masc), theirs (masc),,
NUST,/nust/,nust,pron.,they (neut), them (neut), theirs (neut),,
HULHA,/hulhɑ/,hulha,adj.,thick,,,,
GAROTUZ,/gɑrotuz/,garotuz,n.,thief,,,,
KUTZE,/kutzə/,kutze,n.,thigh,,,,
BENYÍTYZ,/bɛnjirtjz/,benyirtyz,adj.,thin (narrow),,,,
LOG,/log/,log,adj.,thin (slender), slim,,,
NAD,/nɑd/,nad,n.,thing,,,,
NUKLÂK,/nuklɑhk/,nuklaak,v.,think, consider, ponder,,
FI,/fi/,fi,v.,think, expect, ponder,,
TANFÚ,/tɑnfur/,tanfur,v.,think, consider, expect, analyze, ponder
MASFÄK,/mɑsfæk/,masfa'k,num.,third,,,,
DAR,/dɑr/,dar,conj.,this, these, those, that,
KUKMɔSɔK,/kukmɔsɔk/,kukmoosook,det.,this,,,,
MEK,/mɛk/,mek,pron.,this,,,,
TES,/tɛs/,tes,n.,thorn,,,,
SI,/si/,si,n.,thought, theory, thesis,,
SIWÉSÚS,/siweɪ̯surs/,siwaesurs,n.,thought,,,,
ZÚ-e,/zur-e/,zur-e,num.,thousand,,,,
ZÍNBɔK,/zirnbɔk/,zirnbook,n.,thread, strand,,,
RALSATɔS,/rɑlsɑtɔs/,ralsatoos,n.,threat,,,,
DÂ,/dɑh/,daa,num.,three,,,,
GUKJO,/gukdʒo/,gukjo,n.,throat,,,,
MÍS,/mirs/,mirs,n.,throne,,,,
DENDÂNOL,/dəndɑhnol/,dendaanol,prep.,through,,,,
WALOHÂS,/wɑlohɑhs/,walohaas,prep.,throughout,,,,
MUTKÂN,/mutkɑhn/,mutkaan,v.,throw, toss, hurl, fling,
ZEZHUK,/zəzhuk/,zezhuk,v.,throw, toss, hurl, fling, shoot
BÄLET,/bælɛt/,ba'let,v.,throw, hurl, fling,,
FUMA,/fumɑ/,fuma,v.,thrust,,,,
GEK,/gɛk/,gek,v.,thrust, propel,,,
TISEG,/tisɛg/,tiseg,n.,thumb,,,,
SÚZYN,/surzjn/,surzyn,n.,thunder,,,,
DUWɔK,/duwɔk/,duwook,n.,ticket,,,,
HEG,/həg/,heg,n.,tide,,,,
KÍT,/kirt/,kirt,v.,tie,,,,
VOHÂS,/vohɑhs/,vohaas,n.,tie,,,,
WENLɔ,/wənlɔ/,wenloo,n.,tiger,,,,
DɔVÍSɔN,/dɔvirsɔn/,doovirsoon,adj.,tight,,,,
LÚH,/lurh/,lurh,v.,tilt,,,,
KEQESÂL,/kɛkwɛsɑhl/,keqesaal,n.,time, moment, past,,
NOTUHɔT,/notuhɔt/,notuhoot,n.,time, moment,,,
FɔZ,/fɔz/,fooz,n.,tin,,,,
HES,/hɛs/,hes,n.,tire,,,,
LARI,/lɑri/,lari,adj.,tired (needing rest),,,,
KEK,/kək/,kek,adj.,tired (needing sleep), tired (needing rest),,,
GÚLPI,/gurlpi/,gurlpi,adj.,tired (needing sleep),,,,
SIN,/sin/,sin,n.,tit,,,,
SUDÂKIL,/sudɑhkil/,sudaakil,n.,title,,,,
BɔN,/bɔn/,boon,prep.,to, towards,,,
KIN,/kin/,kin,v.,to bear, birth, give birth to,,
KaÎN,/kaɪn/,kaiin,v.,to war (against),,,,
GOTUK,/gotuk/,gotuk,n.,toast,,,,
WEKBUTIT,/wəkbutit/,wekbutit,adv.,today, now,,,
WOYÂ,/wojɑh/,woyaa,adv.,today, nowadays,,,
MEG,/məg/,meg,n.,toddler,,,,
HUJISÚT,/hudʒisurt/,hujisurt,adv.,together,,,,
TALɔL,/tɑlɔl/,talool,n.,toilet,,,,
GIHVU,/gihvu/,gihvu,v.,tolerate,,,,
WIH,/wih/,wih,n.,tomb, coffin,,,
TÁMOKYZ,/taɪ̯mokjz/,taii̯mokyz,n.,tomb,,,,
WIKɔK,/wikɔk/,wikook,adv.,tomorrow,,,,
SÚZEH,/surzəh/,surzeh,n.,tone, pitch,,,
TÂRA,/tɑhrɑ/,taara,n.,tongue,,,,
DEKɔLJU,/dəkɔldʒu/,dekoolju,adv.,tonight,,,,
KEZBÄSÂT,/kɛzbæsɑht/,kezba'saat,adv.,too, so, also, as well,
WEDUNɔZ,/wɛdunɔz/,wedunooz,adv.,too, so,,,
LEL,/lɛl/,lel,adv.,too, also, as well,,
WÄMÚGIG,/wæmurgig/,wa'murgig,n.,tool, appliance,,,
PANVÄ,/pɑnvæ/,panva',n.,tool, machine,,,
WÄKÚG,/wækurg/,wa'kurg,n.,tooth,,,,
PÄNIS,/pænis/,pa'nis,n.,top,,,,
NUTBÚH,/nutburh/,nutburh,n.,top, lid,,,
KEHFETɔS,/kɛhfɛtɔs/,kehfetoos,n.,top (clothing),,,,
HIDAKÚN,/hidɑkurn/,hidakurn,n.,topic, theme,,,
JOHTOS,/dʒohtos/,johtos,v.,topple,,,,
GÍATÚL,/girɑturl/,giraturl,n.,torch, candle,,,
POSMUTÚT,/posmuturt/,posmuturt,n.,torch, candle, lamp,,
SIMɔK,/simɔk/,simook,n.,tornado,,,,
KÚLE,/kurlə/,kurle,n.,torso,,,,
LUH,/luh/,luh,v.,torture,,,,
DÚFÄ,/durfæ/,durfa',v.,toss, hurl,,,
VUNMONɔL,/vunmonɔl/,vunmonool,n.,total, sum, amount,,
NɔHTÂZÂK,/nɔhtɑhzɑhk/,noohtaazaak,n.,total,,,,
HALVUTÍ,/hɑlvutir/,halvutir,n.,touch, feeling,,,
HALVUT,/hɑlvut/,halvut,v.,touch,,,,
DEHU,/dəhu/,dehu,n.,tour,,,,
KÚZNEZÚL,/kurznɛzurl/,kurznezurl,n.,tourist,,,,
KELJI,/kɛldʒi/,kelji,n.,towel,,,,
VÄBIHIT,/væbihit/,va'bihit,n.,tower,,,,
DEMÄZIZ,/dɛmæziz/,dema'ziz,n.,town, population, city,,
VÄJɔ,/vædʒɔ/,va'joo,n.,town,,,,
NOVES,/novɛs/,noves,n.,town, population,,,
MɔNÚ,/mɔnur/,moonur,n.,toy,,,,
HÚ,/hur/,hur,v.,trade,,,,
GOBÂIT,/gobɑhit/,gobaait,n.,trade,,,,
TEBU,/təbu/,tebu,n.,trader,,,,
WALWILɔL,/wɑlwilɔl/,walwilool,n.,tradition,,,,
WOBENÂS,/wobɛnɑhs/,wobenaas,n.,traffic,,,,
KINYEL,/kinjɛl/,kinyel,n.,tragedy, disaster,,,
KÁROKOT,/kaɪ̯rokot/,kaii̯rokot,n.,tragedy,,,,
DUSUNɔK,/dusunɔk/,dusunook,n.,trail,,,,
RÄBOZOK,/ræbozok/,ra'bozok,n.,trailer,,,,
LÉ,/leɪ̯/,lae,v.,train, coach,,,
DÂLIK,/dɑhlik/,daalik,n.,train,,,,
RÂKGES,/rɑhkgəs/,raakges,v.,transcend,,,,
LÂT,/lɑht/,laat,v.,transfer,,,,
DAKɔSÂS,/dɑkɔsɑhs/,dakoosaas,adj.,transparent,,,,
SÍT,/sirt/,sirt,n.,transport,,,,
HORVUT,/horvut/,horvut,v.,trap, catch, lure, snare, appeal
HORVUTÍ,/horvutir/,horvutir,n.,trap, catch, lure, capture,
REG,/rɛg/,reg,n.,trap,,,,
RASU,/rɑsu/,rasu,v.,travel,,,,
KADÄZOG,/kɑdæzog/,kada'zog,n.,tray, platter,,,
DIZ,/diz/,diz,v.,tread, step on,,,
GESKɔ,/gəskɔ/,geskoo,n.,treason,,,,
JUS,/dʒus/,jus,n.,treasure,,,,
PILMUZ,/pilmuz/,pilmuz,v.,treat,,,,
VIZMÂ,/vizmɑh/,vizmaa,n.,treatment,,,,
JÂKJÂZIK,/dʒɑhkdʒɑhzik/,jaakjaazik,n.,tree,,,,
TÂLɔLOS,/tɑhlɔlos/,taaloolos,n.,tree, wood,,,
REK,/rək/,rek,v.,tremble, shiver, vibrate,,
VENWU,/vɛnwu/,venwu,n.,trench,,,,
MUKRIT,/mukrit/,mukrit,n.,trend,,,,
FIMAS,/fimɑs/,fimas,n.,trial,,,,
WIHIHɔK,/wihihɔk/,wihihook,n.,triangle,,,,
MÍGYZ,/mirgjz/,mirgyz,n.,tribe,,,,
NIG,/nig/,nig,n.,tribe, kin,,,
KɔHɔ,/kɔhɔ/,koohoo,n.,tribunal,,,,
GOH,/goh/,goh,n.,tribute,,,,
GÂ,/gɑh/,gaa,v.,trick, deceive, bluff,,
YUDAT,/judɑt/,yudat,v.,trick, deceive,,,
MIWI,/miwi/,miwi,n.,trigger,,,,
ZIT,/zit/,zit,num.,trillion,,,,
RÂNVÍS,/rɑhnvirs/,raanvirs,v.,trip, stumble, slip,,
FUTÉ,/futeɪ̯/,futae,v.,trip, slip,,,
LAKOS,/lɑkos/,lakos,v.,trip,,,,
PÄKGÂ,/pækgɑh/,pa'kgaa,n.,trip,,,,
MÍLZINOZ,/mirlzinoz/,mirlzinoz,adj.,triple,,,,
VɔHEHÂG,/vɔhəhɑhg/,voohehaag,n.,trivia,,,,
TÄKDEK,/tækdək/,ta'kdek,n.,trophy, souvenir,,,
YILJAK,/jildʒɑk/,yiljak,n.,trophy,,,,
MOGÂNIK,/mogɑhnik/,mogaanik,adj.,tropical,,,,
DENÄSɔL,/dənæsɔl/,dena'sool,n.,trouble,,,,
TESMÍKOL,/təsmirkol/,tesmirkol,n.,trouble, problem,,,
FIBU,/fibu/,fibu,n.,trousers, pants,,,
ZIS,/zis/,zis,adj.,true, honest, sincere, innocent, earnest
BÚKUTÚK,/burkuturk/,burkuturk,adj.,true, honest, innocent,,
PÂMÍLÂT,/pɑhmirlɑht/,paamirlaat,n.,trumpet,,,,
PÍNIN,/pirnin/,pirnin,n.,trunk (large box),,,,
WOKÂ,/wokɑh/,wokaa,n.,trunk (of tree),,,,
OVÍ,/ovir/,ovir,n.,trust, confidence, reliance,,
OV,/ov/,ov,v.,trust,,,,
WɔKMUH,/wɔkmuh/,wookmuh,n.,truth,,,,
WIZ,/wiz/,wiz,v.,try (attempt), attempt,,,
LETU,/lətu/,letu,v.,try (strive), struggle,,,
NULMÂ,/nulmɑh/,nulmaa,v.,try (strive),,,,
SÍ,/sir/,sir,v.,try (test out), test,,,
ROYAT,/rojɑt/,royat,v.,try (test out), check,,,
YÂKFEKYK,/jɑhkfɛkjk/,yaakfekyk,n.,tub,,,,
BUNFE,/bunfə/,bunfe,v.,tug, tow,,,
VɔWɔ,/vɔwɔ/,voowoo,v.,tumble,,,,
BOH,/boh/,boh,n.,tuna,,,,
DESOH,/dəsoh/,desoh,n.,tunnel,,,,
YÚZGIZ,/jurzgiz/,yurzgiz,n.,turmoil, chaos,,,
FONKAK,/fonkɑk/,fonkak,n.,turmoil, frenzy,,,
REKHÍZ,/rɛkhirz/,rekhirz,n.,turmoil, chaos, frenzy,,
HUTSÉLON,/hutseɪ̯lon/,hutsaelon,v.,turn, wind,,,
MEH,/mɛh/,meh,v.,turn on,,,,
WOYɔKɔN,/wojɔkɔn/,woyookoon,n.,turtle,,,,
KIPASOS,/kipɑsos/,kipasos,n.,turtleborn (race),,,,
GÂSESÚH,/gɑhsəsurh/,gaasesurh,n.,tusk,,,,
FÄLRÍS,/fælrirs/,fa'lrirs,n.,twilight,,,,
MÄBUGIT,/mæbugit/,ma'bugit,n.,twin,,,,
YIGVÄ,/jigvæ/,yigva',v.,twist,,,,
MÚT,/murt/,murt,v.,twist, revolve,,,
ZU,/zu/,zu,num.,two,,,,
MIHÂZYN,/mihɑhzjn/,mihaazyn,adj.,ugly,,,,
LUWE,/luwɛ/,luwe,n.,umbrella,,,,
BOKUZɔK,/bokuzɔk/,bokuzook,n.,uncle,,,,
DIL,/dil/,dil,adj.,undead,,,,
LÄGJO,/lægdʒo/,la'gjo,prep.,under, below,,,
PÄLÄZ,/pælæz/,pa'la'z,v.,understand, comprehend,,,
GOZUN,/gozun/,gozun,n.,underwear,,,,
FUNDaÎN,/fundaɪn/,fundaiin,v.,unfurl, unfold,,,
FUNDaÎNÍ,/fundaɪnir/,fundaiinir,n.,unfurling, unfolding,,,
KÄWE,/kæwə/,ka'we,n.,uniform,,,,
AVÍ,/ɑvir/,avir,n.,union, unison, unity,,
GIBONÚG,/gibonurg/,gibonurg,adj.,unique,,,,
GUH,/guh/,guh,n.,unit,,,,
BÚDɔHIZ,/burdɔhiz/,burdoohiz,n.,universe,,,,
MIZUT,/mizut/,mizut,n.,university, academy,,,
GAR,/gɑr/,gar,v.,unleash, release,,,
GARIN,/gɑrin/,garin,n.,unleashing, release,,,
SÚG,/surg/,surg,conj.,unless,,,,
ERaÎ,/ɛraɪ/,eraii,conj.,until,,,,
BIHMOZ,/bihmoz/,bihmoz,prep.,up,,,,
DULO,/dulo/,dulo,adv.,up,,,,
HÄSEL,/hæsɛl/,ha'sel,n.,update,,,,
VÂKNIK,/vɑhknik/,vaaknik,prep.,upon,,,,
HɔNZUNÚZ,/hɔnzunurz/,hoonzunurz,n.,upper class,,,,
VÂYɔ,/vɑhjɔ/,vaayoo,v.,upset,,,,
KÄTÄSÚK,/kætæsurk/,ka'ta'surk,adj.,urban,,,,
MIBÄNÚH,/mibænurh/,miba'nurh,n.,urge,,,,
ZEZOK,/zəzok/,zezok,n.,urge, lust,,,
PASÄTÂK,/pɑsætɑhk/,pasa'taak,n.,urine,,,,
ZUKRENɔG,/zukrɛnɔg/,zukrenoog,n.,urine, excrement,,,
PEGRENÚH,/pəgrɛnurh/,pegrenurh,n.,urn,,,,
BU,/bu/,bu,v.,use, utilize, spend, exploit,
YÚYUK,/jurjuk/,yuryuk,n.,use,,,,
LEKHE,/lɛkhɛ/,lekhe,v.,use, utilize,,,
WADU,/wɑdu/,wadu,n.,usher,,,,
NIBUNɔK,/nibunɔk/,nibunook,adj.,usual,,,,
KUWOTOK,/kuwotok/,kuwotok,adv.,usually,,,,
YÚ,/jur/,yur,adj.,vacant,,,,
VUTMA,/vutmɑ/,vutma,n.,vagina,,,,
KÄBI,/kæbi/,ka'bi,adj.,vague, ambiguous,,,
YUKÄ,/jukæ/,yuka',adj.,vague, obscure,,,
KÄKRILOT,/kækrilot/,ka'krilot,adj.,valiant,,,,
KRILOTZIL,/krilotzil/,krilotzil,adv.,valiantly,,,,
KÄNES,/kænəs/,ka'nes,adj.,valid,,,,
LUMNAR,/lumnɑr/,lumnar,n.,valley,,,,
KRILOTIL,/krilotil/,krilotil,n.,valor,,,,
ZÚZHI,/zurzhi/,zurzhi,n.,value,,,,
TE,/tɛ/,te,v.,value,,,,
LEGÍ,/ləgir/,legir,n.,vampire,,,,
NAMUGÂG,/nɑmugɑhg/,namugaag,n.,vanilla,,,,
WIK,/wik/,wik,v.,vanish, disappear,,,
QENAR,/kwənɑr/,qenar,v.,vanquish, eliminate, deny, resist,
QENARÍ,/kwənɑrir/,qenarir,n.,vanquishment, elimination, denial, resistance,
KENI,/kəni/,keni,adj.,various,,,,
SAKET,/sɑkɛt/,saket,v.,vary, differ,,,
KOYÄ,/kojæ/,koya',v.,vary,,,,
HEYÁ,/hɛjaɪ̯/,heyaii̯,n.,vase,,,,
TIZ,/tiz/,tiz,n.,vase, urn,,,
TUYÄSIK,/tujæsik/,tuya'sik,n.,vegetable,,,,
SEVUS,/sɛvus/,sevus,n.,vehicle,,,,
WIFE,/wifə/,wife,n.,veil,,,,
SUHA,/suhɑ/,suha,n.,vein,,,,
DɔGÂK,/dɔgɑhk/,doogaak,n.,velocity,,,,
HEGIHIH,/həgihih/,hegihih,n.,vendor,,,,
KESI,/kɛsi/,kesi,n.,venom,,,,
ZIHFUSÂN,/zihfusɑhn/,zihfusaan,n.,vent,,,,
YÄKTA,/jæktɑ/,ya'kta,n.,venue,,,,
MÚNENIZ,/murnəniz/,murneniz,n.,verge,,,,
ZOTɔTOL,/zotɔtol/,zotootol,n.,verse,,,,
TIDATOT,/tidɑtot/,tidatot,n.,version,,,,
ZÍBUGÂG,/zirbugɑhg/,zirbugaag,prep.,versus,,,,
VAKDI,/vɑkdi/,vakdi,adv.,very, really,,,
NEMOLÂN,/nɛmolɑhn/,nemolaan,adv.,very, really, pretty,,
BÚKVOL,/burkvol/,burkvol,n.,vest,,,,
KÂMÚ,/kɑhmur/,kaamur,n.,veteran,,,,
VIGME,/vigmɛ/,vigme,adj.,vibrant,,,,
RIHGO,/rihgo/,rihgo,v.,vibrate, rattle,,,
JELIGYZ,/dʒəligjz/,jeligyz,adj.,vicious,,,,
MɔDOSÂK,/mɔdosɑhk/,moodosaak,n.,victim,,,,
NÂRɔSOS,/nɑhrɔsos/,naaroosos,n.,victim, prey,,,
FÄLJISIN,/fældʒisin/,fa'ljisin,n.,victory,,,,
KRONIL,/kronil/,kronil,n.,victory, conquest,,,
MÍVUHIK,/mirvuhik/,mirvuhik,n.,village, suburb,,,
SÍHIT,/sirhit/,sirhit,n.,village,,,,
YÚMI,/jurmi/,yurmi,n.,villain,,,,
ZIK,/zik/,zik,v.,vindicate,,,,
YEMOTɔZ,/jɛmotɔz/,yemotooz,n.,vine,,,,
KETESIL,/kətɛsil/,ketesil,n.,vinegar,,,,
KÚYÍK,/kurjirk/,kuryirk,v.,violate,,,,
ROJENOH,/rodʒənoh/,rojenoh,n.,violence,,,,
